,event_time,event_type,product_id,category_id,category_code,brand,price,user_id,user_session,month
300065,2020-11-17 14:17:56+00:00,purchase,4099645,2144415922427789416,computers.components.videocards,gigabyte,292.83,1515915625540236673,ThtDXBdDtT,2020-11-01
409087,2020-12-07 19:29:28+00:00,purchase,4170137,2144415922427789416,computers.components.videocards,asus,220.95,1515915625527909323,maRdT2ezW6,2020-12-01
685846,2021-01-26 15:22:07+00:00,purchase,4183863,2144415922427789416,computers.components.videocards,palit,577.6,1515915625597381947,lrT1CWuVXo,2021-01-01
600375,2021-01-13 10:54:59+00:00,purchase,673122,2144415922016747613,computers.peripherals.wifi,huawei,110.95,1515915625528487597,fbY1sVlN8a,2021-01-01
493818,2020-12-23 22:19:15+00:00,purchase,3828891,2144415922587172973,electronics.telephone,samsung,51.33,1515915625560247311,3I4WDnI9wq,2020-12-01
68205,2020-10-09 20:21:15+00:00,purchase,1571208,2144415924491387038,computers.components.motherboard,asus,70.86,1515915625523696973,Jk2qrwpMm9,2020-10-01
686595,2021-01-26 17:11:31+00:00,purchase,1850104,2144415924491387038,computers.components.motherboard,gigabyte,67.97,1515915625596534847,kHMr8w3r6W,2021-01-01
856793,2021-02-23 18:45:19+00:00,purchase,39101,2144415925623849146,appliances.kitchen.mixer,bosch,58.86,1515915625608806337,wZeqAt9gkq,2021-02-01
497530,2020-12-24 16:58:54+00:00,purchase,3959577,2144415922402623591,computers.peripherals.monitor,philips,202.95,1515915625567120248,eiEY6qbMfh,2020-12-01
553352,2021-01-05 18:01:50+00:00,purchase,126033,2144415926697590997,computers.desktop,hama,15.43,1515915625573206095,bknIgIeqw9,2021-01-01
712936,2021-01-31 06:17:27+00:00,purchase,3967707,2144415922427789416,computers.components.videocards,gigabyte,672.63,1515915625598915724,VgIOVuXSJt,2021-01-01
549085,2021-01-04 23:31:17+00:00,purchase,3964971,2144415922427789416,computers.components.videocards,palit,613.73,1515915625572897803,TtGIO2jaAg,2021-01-01
879741,2021-02-27 22:33:02+00:00,purchase,4154414,2144415922427789416,computers.components.videocards,gigabyte,202.67,1515915625610572386,byiz5s5vbj,2021-02-01
381703,2020-12-01 17:43:25+00:00,purchase,1850104,2144415924491387038,computers.components.motherboard,gigabyte,67.97,1515915625547006265,OyQPiZLD6H,2020-12-01
301948,2020-11-17 18:26:44+00:00,purchase,4154517,2144415925196030129,electronics.telephone,xiaomi,212.06,1515915625540532791,xuKK41KaXN,2020-11-01
671637,2021-01-24 13:13:56+00:00,purchase,4099421,2144415922528452715,electronics.telephone,sirius,42.22,1515915625596583095,CI7Nr3OeBf,2021-01-01
785302,2021-02-11 13:22:18+00:00,purchase,1804316,2144415922872385653,electronics.tablet,irbis,127.08,1515915625604151498,y393HWGFVU,2021-02-01
58786,2020-10-07 17:34:27+00:00,purchase,1080488,2144415926060056772,electronics.video.projector,asus,325.25,1515915625473938034,7Gbt1I42uS,2020-10-01
425234,2020-12-11 07:58:45+00:00,purchase,124712,2144415924424278172,electronics.audio.acoustic,edifier,204.79,1515915625560075757,Yg38Cu5gmu,2020-12-01
644104,2021-01-20 05:01:54+00:00,purchase,4078916,2144415922427789416,computers.components.videocards,sapphire,415.54,1515915625594798362,nQtEw9iUle,2021-01-01
98356,2020-10-16 11:17:02+00:00,purchase,3760003,2144415923107266682,computers.peripherals.printer,canon,322.57,1515915625526682977,mMl5xBrMTG,2020-10-01
747651,2021-02-05 14:15:39+00:00,purchase,611673,2144415928845074703,computers.notebook,topon,13.49,1515915625600938615,twYOo5Z4oX,2021-02-01
869668,2021-02-26 04:59:56+00:00,purchase,3581576,2144415924491387038,computers.components.motherboard,asrock,97.57,1515915625599634258,0mteBHYVG3,2021-02-01
629389,2021-01-17 23:25:04+00:00,purchase,3635127,2144415922528452715,electronics.telephone,sirius,18.73,1515915625594313246,Q8EXtKqb1w,2021-01-01
303113,2020-11-17 22:43:56+00:00,purchase,4102331,2144415925011480748,stationery.cartrige,nv-print,23.9,1515915625540596990,JklLdkesNP,2020-11-01
122040,2020-10-20 13:02:40+00:00,purchase,1795643,2144415926445932750,electronics.audio.acoustic,pioneer,40.79,1515915625528340914,5fhgDU11RC,2020-10-01
869994,2021-02-26 06:12:35+00:00,purchase,1282166,2144415973346640379,computers.components.hdd,samsung,60.54,1515915625596223978,23rgL9Smqy,2021-02-01
167703,2020-10-28 09:27:46+00:00,purchase,3793171,2144415927049912542,electronics.video.tv,samsung,3094.6,1515915625531435917,fSrFDTAapA,2020-10-01
295920,2020-11-17 03:30:17+00:00,purchase,919786,2144415922427789416,computers.components.videocards,sapphire,265.05,1515915625540244360,TWIQYngly0,2020-11-01
843741,2021-02-21 11:57:20+00:00,purchase,1578114,2144415924751433893,computers.notebook,pitatel,52.86,1515915625608069254,XBhSrT8Anc,2021-02-01
506707,2020-12-26 17:15:54+00:00,purchase,3791351,2144415926966026460,computers.components.cpu,amd,204.29,1515915625565477424,BIy3oDxhSs,2020-12-01
64814,2020-10-09 05:22:02+00:00,purchase,3759997,2144415923107266682,computers.peripherals.printer,canon,192.86,1515915625523833635,obgUv4LWyp,2020-10-01
700679,2021-01-28 22:59:59+00:00,purchase,3961719,2144415922427789416,computers.components.videocards,asus,600.6,1515915625596906644,eC370vbW5x,2021-01-01
763532,2021-02-08 08:02:53+00:00,purchase,1168166,2144415927049912542,electronics.video.tv,starwind,105.87,1515915625602808757,PJtqZVzcNA,2021-02-01
807434,2021-02-15 09:12:31+00:00,purchase,4100254,2144415922427789416,computers.components.videocards,asus,187.29,1515915625539638201,Ns14DrBQZm,2021-02-01
756853,2021-02-07 07:06:50+00:00,purchase,3556720,2144415922427789416,computers.components.videocards,msi,249.38,1515915625601579158,g8VLNyl2AA,2021-02-01
546970,2021-01-04 15:14:52+00:00,purchase,840623,2144415924491387038,computers.components.motherboard,asus,82.33,1515915625572601819,8txOD1XxGW,2021-01-01
599755,2021-01-13 09:16:55+00:00,purchase,799067,2144415923107266682,computers.peripherals.printer,canon,82.97,1515915625592612760,LDdpAoNXGn,2021-01-01
65019,2020-10-09 06:17:54+00:00,purchase,281932,2144415925011480748,stationery.cartrige,cactus,24.73,1515915625385888878,aqGuD5rIzs,2020-10-01
691327,2021-01-27 12:19:39+00:00,purchase,3828501,2144415927049912542,electronics.video.tv,bbk,87.16,1515915625597597231,D5qZDLfyl4,2021-01-01
871037,2021-02-26 09:24:10+00:00,purchase,1168166,2144415927049912542,electronics.video.tv,starwind,105.87,1515915625592581341,2W73nHKMIv,2021-02-01
119855,2020-10-20 07:36:06+00:00,purchase,1795171,2144415922360680550,computers.peripherals.camera,canyon,39.75,1515915625528193679,eVLPGylULt,2020-10-01
852726,2021-02-23 03:21:08+00:00,purchase,893196,2144415922427789416,computers.components.videocards,sapphire,214.1,1515915625608633669,dwwtwInj6r,2021-02-01
712612,2021-01-31 03:55:26+00:00,purchase,4079100,2144415922427789416,computers.components.videocards,gigabyte,444.51,1515915625598914853,GosAdMXsUk,2021-01-01
804946,2021-02-14 19:20:57+00:00,purchase,1714736,2144415925162475696,stationery.paper,printpro,6.51,1515915625605390733,p8Hst8MO9t,2021-02-01
554160,2021-01-05 20:28:39+00:00,purchase,4079422,2144415922427789416,computers.components.videocards,gigabyte,418.48,1515915625573273609,cUWlIGSarP,2021-01-01
731586,2021-02-03 03:52:07+00:00,purchase,4183859,2144415922427789416,computers.components.videocards,msi,205.25,1515915625598503096,sNqkKvOir4,2021-02-01
109733,2020-10-18 14:52:38+00:00,purchase,3616980,2144415924021624977,electronics.tablet,samsung,86.16,1515915625492851884,lTFwi4S77c,2020-10-01
585163,2021-01-11 07:21:29+00:00,purchase,4013582,2144415922528452715,electronics.telephone,sirius,26.98,1515915625569720421,FK6RRlGICQ,2021-01-01
657848,2021-01-22 06:59:05+00:00,purchase,1296130,2144415928845074703,computers.notebook,topon,16.19,1515915625595799282,TbZqryELeW,2021-01-01
374224,2020-11-30 09:52:23+00:00,purchase,3791351,2144415926966026460,computers.components.cpu,amd,204.29,1515915625546432966,Nw35nzlQuZ,2020-11-01
826293,2021-02-18 09:56:28+00:00,purchase,4099645,2144415922427789416,computers.components.videocards,gigabyte,292.83,1515915625599634258,BnDE6pNLH9,2021-02-01
885090,2021-02-28 23:26:07+00:00,purchase,500058,2144415923107266682,computers.peripherals.printer,pantum,67.0,1515915625610973155,CxMKMQDRAN,2021-02-01
348146,2020-11-25 05:10:38+00:00,purchase,1414228,2144415926445932750,electronics.audio.acoustic,infinity,93.65,1515915625543334546,uBNEMjlKuo,2020-11-01
635120,2021-01-18 18:50:51+00:00,purchase,1271550,2144415924424278172,electronics.audio.acoustic,edifier,84.89,1515915625594601662,dndX8dlNqO,2021-01-01
385616,2020-12-02 13:44:10+00:00,purchase,817160,2144415924222951574,auto.accessories.parktronic,parkmaster,63.33,1515915625547382321,uLFsHJZXZy,2020-12-01
698931,2021-01-28 16:41:25+00:00,purchase,523117,2144415924491387038,computers.components.motherboard,asrock,73.81,1515915625571589875,d43WEbkUMt,2021-01-01
763347,2021-02-08 07:37:59+00:00,purchase,893196,2144415922427789416,computers.components.videocards,sapphire,214.1,1515915625602773715,dNG0UZsqFT,2021-02-01
838005,2021-02-20 10:41:44+00:00,purchase,893192,2144415922427789416,computers.components.videocards,asus,253.38,1515915625606108769,3dSuHQBSw3,2021-02-01
715451,2021-01-31 14:19:47+00:00,purchase,3507403,2144415924491387038,computers.components.motherboard,gigabyte,63.02,1515915625591659523,F6ohHpTTBU,2021-01-01
58966,2020-10-07 18:13:35+00:00,purchase,1080488,2144415926060056772,electronics.video.projector,asus,325.25,1515915625473938034,MSCeZruOOI,2020-10-01
505405,2020-12-26 12:44:12+00:00,purchase,1371114,2144415926697590997,computers.desktop,steelseries,414.13,1515915625565768166,PxL9wvfcKX,2020-12-01
692396,2021-01-27 15:21:55+00:00,purchase,4084762,2144415925196030129,electronics.telephone,realme,324.35,1515915625597729017,FhO70WCjcF,2021-01-01
250895,2020-11-10 11:53:34+00:00,purchase,1413340,2144415926966026460,computers.components.cpu,amd,137.63,1515915625492451814,f933e067-8425-48f5-b41e-760a60373a9d,2020-11-01
704716,2021-01-29 16:23:14+00:00,purchase,885572,2144415925011480748,stationery.cartrige,nv-print,21.21,1515915625598423104,yPNcabNiqG,2021-01-01
271559,2020-11-13 10:48:08+00:00,purchase,478724,2144415924491387038,computers.components.motherboard,asus,52.9,1515915625538891977,H7NV2K0FXs,2020-11-01
805216,2021-02-14 20:10:24+00:00,purchase,3829093,2144415925196030129,electronics.telephone,ark,39.21,1515915625605536363,U7D5DzhXBl,2021-02-01
715544,2021-01-31 14:31:46+00:00,purchase,4101539,2144415922427789416,computers.components.videocards,gigabyte,269.4,1515915625599083367,MjEqzvoio0,2021-01-01
839113,2021-02-20 14:12:46+00:00,purchase,3791079,2144415926966026460,computers.components.cpu,amd,96.86,1515915625598030639,R6127MhIj6,2021-02-01
57115,2020-10-07 10:55:11+00:00,purchase,232037,2144415925229584562,electronics.telephone,panasonic,110.63,1515915625522824890,SecZFBhyw4,2020-10-01
657066,2021-01-22 03:33:34+00:00,purchase,4183859,2144415922427789416,computers.components.videocards,msi,205.25,1515915625595764464,WRLttlbkqJ,2021-01-01
439927,2020-12-14 07:12:41+00:00,purchase,3642540,2144415925011480748,stationery.cartrige,hp,26.19,1515915625560076119,tjc8B2YuTP,2020-12-01
851108,2021-02-22 16:53:53+00:00,purchase,1666931,2144415922528452715,electronics.telephone,sirius,19.37,1515915625608514475,w7ZhKIP8q3,2021-02-01
66464,2020-10-09 11:59:10+00:00,purchase,4079061,2144415922427789416,computers.components.videocards,powercolor,399.48,1515915625518278964,Op23T7iCBr,2020-10-01
73876,2020-10-11 11:25:34+00:00,purchase,3829912,2144415923107266682,computers.peripherals.printer,pantum,122.86,1515915625524707343,8FqNt1NVCz,2020-10-01
497524,2020-12-24 16:56:28+00:00,purchase,3959577,2144415922402623591,computers.peripherals.monitor,philips,202.95,1515915625567120248,eiEY6qbMfh,2020-12-01
696619,2021-01-28 10:15:10+00:00,purchase,852618,2144415923694469257,computers.network.router,cisco,57.06,1515915625597963422,qQgXaQlMtd,2021-01-01
757841,2021-02-07 09:48:59+00:00,purchase,124712,2144415924424278172,electronics.audio.acoustic,edifier,204.79,1515915625601731723,vYtZksHXLS,2021-02-01
416868,2020-12-09 12:20:35+00:00,purchase,3828891,2144415922587172973,electronics.telephone,samsung,51.33,1515915625556335852,2kjXUEniNE,2020-12-01
58651,2020-10-07 17:08:44+00:00,purchase,1804105,2144415922016747613,computers.peripherals.wifi,alcatel,107.6,1515915625523284508,VkJntSq9UK,2020-10-01
119320,2020-10-20 06:18:56+00:00,purchase,52708,2144415922016747613,computers.peripherals.wifi,ubiquiti,56.62,1515915625528143066,xdZ5hs106j,2020-10-01
551590,2021-01-05 13:01:48+00:00,purchase,1413341,2144415926966026460,computers.components.cpu,amd,191.52,1515915625572620484,MKnu7e5qy6,2021-01-01
593186,2021-01-12 09:57:16+00:00,purchase,768692,2144415926185885895,construction.tools.drill,dewalt,279.7,1515915625572584165,MP7ogAmAWi,2021-01-01
758353,2021-02-07 11:15:42+00:00,purchase,1793196,2144415952391898012,appliances.environment.vacuum,metabo,190.46,1515915625601762821,SnTaiZMiNf,2021-02-01
520022,2020-12-29 08:03:44+00:00,purchase,846904,2144415922016747613,computers.peripherals.wifi,huawei,149.05,1515915625541475912,aHL8O2SMDY,2020-12-01
724249,2021-02-01 21:13:22+00:00,purchase,4155048,2144415922427789416,computers.components.videocards,msi,247.4,1515915625591659523,F6ohHpTTBU,2021-02-01
203561,2020-11-03 08:17:24+00:00,purchase,1633726,2144415926445932750,electronics.audio.acoustic,pioneer,71.27,1515915625534027906,OsXjQeLr8C,2020-11-01
211869,2020-11-04 12:53:34+00:00,purchase,1135693,2144415924491387038,computers.components.motherboard,supermicro,329.43,1515915625534646426,ka8Y52g8XX,2020-11-01
539659,2021-01-03 09:15:33+00:00,purchase,1667376,2144415924491387038,computers.components.motherboard,asus,197.4,1515915625572177804,AzSauYOrRI,2021-01-01
729285,2021-02-02 16:33:35+00:00,purchase,799067,2144415923107266682,computers.peripherals.printer,canon,82.97,1515915625599868243,KFnuuX57mf,2021-02-01
671344,2021-01-24 12:18:08+00:00,purchase,84838,2144415926445932750,electronics.audio.acoustic,jvc,64.38,1515915625595178653,68KYjkrjBQ,2021-01-01
353357,2020-11-26 03:20:31+00:00,purchase,4102057,2144415922427789416,computers.components.videocards,msi,203.29,1515915625543628909,r5sRlSbJB6,2020-11-01
677072,2021-01-25 10:19:35+00:00,purchase,1813930,2144415922427789416,computers.components.videocards,gigabyte,370.46,1515915625596912169,Pjx2w0bl3y,2021-01-01
813073,2021-02-16 07:02:08+00:00,purchase,454993,2144415938835907105,appliances.kitchen.grill,acv,15.21,1515915625593577596,X8Z6rGkWqf,2021-02-01
797389,2021-02-13 14:28:28+00:00,purchase,1413340,2144415926966026460,computers.components.cpu,amd,137.63,1515915625605054644,B2RW74F0RE,2021-02-01
434423,2020-12-13 07:15:37+00:00,purchase,4101981,2144415926890528986,computers.components.sound_card,creative,166.41,1515915625561990804,wbG4VEvQth,2020-12-01
748926,2021-02-05 18:28:40+00:00,purchase,4079565,2144415922427789416,computers.components.videocards,sapphire,519.56,1515915625601037348,bdEYUqsV4t,2021-02-01
488166,2020-12-22 21:09:14+00:00,purchase,4079422,2144415922427789416,computers.components.videocards,gigabyte,418.48,1515915625567243982,0leCfJbULx,2020-12-01
526911,2020-12-30 17:28:57+00:00,purchase,1153430,2144415926806642904,computers.components.power_supply,palmexx,115.4,1515915625569657245,UZYhZeiK43,2020-12-01
863897,2021-02-25 05:19:35+00:00,purchase,799067,2144415923107266682,computers.peripherals.printer,canon,82.97,1515915625609336814,u8HrzDtW6L,2021-02-01
866290,2021-02-25 13:08:18+00:00,purchase,3804514,2144415926966026460,computers.components.cpu,amd,140.86,1515915625609480528,ADly7tebSt,2021-02-01
165993,2020-10-28 03:03:54+00:00,purchase,1715848,2144415922528452715,electronics.telephone,sirius,22.86,1515915625529402494,kwmIXU45NV,2020-10-01
677589,2021-01-25 11:27:45+00:00,purchase,885572,2144415925011480748,stationery.cartrige,nv-print,21.21,1515915625596946507,xj4lDXLNJ4,2021-01-01
591061,2021-01-11 23:06:43+00:00,purchase,799067,2144415923107266682,computers.peripherals.printer,canon,82.97,1515915625592079139,PkO74XvkOJ,2021-01-01
170737,2020-10-28 17:33:38+00:00,purchase,124712,2144415924424278172,electronics.audio.acoustic,edifier,204.79,1515915625522410803,sUJpoYXICM,2020-10-01
781286,2021-02-10 19:55:56+00:00,purchase,903858,2144415973346640379,computers.components.hdd,apacer,28.59,1515915625603840072,lHUFQYGVeM,2021-02-01
163775,2020-10-27 15:52:44+00:00,purchase,471287,2144415924424278172,electronics.audio.acoustic,edifier,117.75,1515915625530135045,ChENw2Bwit,2020-10-01
614106,2021-01-15 12:33:12+00:00,purchase,3791870,2144415925011480748,stationery.cartrige,nv-print,22.86,1515915625593422838,A2pE4o282R,2021-01-01
120316,2020-10-20 08:42:28+00:00,purchase,893196,2144415922427789416,computers.components.videocards,sapphire,214.1,1515915625524974086,5fFCWjU3xr,2020-10-01
158650,2020-10-26 19:38:49+00:00,purchase,892969,2144415933727244688,computers.peripherals.printer,cactus,10.48,1515915625530859522,hBC8Dh5tFG,2020-10-01
497931,2020-12-24 18:23:10+00:00,purchase,3560298,2144415922427789416,computers.components.videocards,palit,373.46,1515915625556788281,FHRstr4lkv,2020-12-01
495487,2020-12-24 09:37:12+00:00,purchase,910434,2144415923182764156,auto.accessories.radar,sho-me,93.02,1515915625567959455,oWhFxWMghD,2020-12-01
211320,2020-11-04 11:16:48+00:00,purchase,4078917,2144415922427789416,computers.components.videocards,asus,453.86,1515915625530137422,Z8SKcaYExQ,2020-11-01
537162,2021-01-02 17:21:55+00:00,purchase,4155057,2144415922427789416,computers.components.videocards,msi,414.49,1515915625571988998,Rv3ku3sHEL,2021-01-01
724930,2021-02-02 02:34:39+00:00,purchase,3507403,2144415924491387038,computers.components.motherboard,gigabyte,63.02,1515915625591659523,F6ohHpTTBU,2021-02-01
706656,2021-01-30 02:58:39+00:00,purchase,4155383,2144415922427789416,computers.components.videocards,powercolor,251.4,1515915625591532120,hX38JrDSjA,2021-01-01
308768,2020-11-18 15:41:58+00:00,purchase,4099834,2144415922427789416,computers.components.videocards,msi,471.52,1515915625540865175,TaR3IjEpBu,2020-11-01
599746,2021-01-13 09:15:39+00:00,purchase,799067,2144415923107266682,computers.peripherals.printer,canon,82.97,1515915625592612760,LDdpAoNXGn,2021-01-01
483229,2020-12-22 07:02:50+00:00,purchase,3828501,2144415927049912542,electronics.video.tv,bbk,87.16,1515915625566526490,3goTjde0oM,2020-12-01
652776,2021-01-21 11:30:54+00:00,purchase,3791351,2144415926966026460,computers.components.cpu,amd,204.29,1515915625595482518,222cx5T7iy,2021-01-01
840800,2021-02-20 20:03:20+00:00,purchase,3791288,2144415922427789416,computers.components.videocards,palit,441.49,1515915625606940342,XZ7NbQHAhe,2021-02-01
235734,2020-11-08 10:05:06+00:00,purchase,3791351,2144415926966026460,computers.components.cpu,amd,204.29,1515915625533076058,SGglji2fZf,2020-11-01
190489,2020-11-01 07:25:44+00:00,purchase,4078916,2144415922427789416,computers.components.videocards,sapphire,415.54,1515915625532660264,Jx0RT5F6JJ,2020-11-01
64221,2020-10-08 21:37:22+00:00,purchase,1850104,2144415924491387038,computers.components.motherboard,gigabyte,67.97,1515915625523761189,T61CoF8NN0,2020-10-01
683524,2021-01-26 09:22:25+00:00,purchase,4100427,2144415923207929981,auto.accessories.player,kenwood,104.86,1515915625529151739,s4pnDzLTZf,2021-01-01
47246,2020-10-05 10:07:25+00:00,purchase,4183847,2144415922427789416,computers.components.videocards,asus,309.41,1515915625522521751,2X03Xz1LP9,2020-10-01
64220,2020-10-08 21:37:22+00:00,purchase,1413340,2144415926966026460,computers.components.cpu,amd,137.63,1515915625523761189,T61CoF8NN0,2020-10-01
556260,2021-01-06 09:38:24+00:00,purchase,1428972,2144415927049912542,electronics.video.tv,bbk,88.73,1515915625573270343,MJQnkNtuoC,2021-01-01
768012,2021-02-08 19:35:44+00:00,purchase,4155383,2144415922427789416,computers.components.videocards,powercolor,251.4,1515915625603033762,Am14ktSxFT,2021-02-01
718851,2021-02-01 06:19:27+00:00,purchase,4155387,2144415922427789416,computers.components.videocards,sapphire,213.11,1515915625599297582,ISesnlvJEC,2021-02-01
819403,2021-02-17 07:26:05+00:00,purchase,1667762,2144415927049912542,electronics.video.tv,jvc,160.52,1515915625570000542,hGSn9aDZYt,2021-02-01
835738,2021-02-19 22:22:45+00:00,purchase,1694512,2144415922402623591,computers.peripherals.monitor,aoc,254.38,1515915625603292817,zoOdkVoMDH,2021-02-01
101074,2020-10-16 19:48:19+00:00,purchase,1759662,2144415945622291159,appliances.kitchen.grill,kitfort,150.79,1515915625526873385,uferes1gOA,2020-10-01
114487,2020-10-19 10:35:54+00:00,purchase,1785246,2144415925011480748,stationery.cartrige,canon,45.24,1515915625524749845,GJ98hBSpWj,2020-10-01
645289,2021-01-20 08:39:43+00:00,purchase,677289,2144415934800986545,construction.tools.welding,fubag,101.67,1515915625595106459,uYwzftHriF,2021-01-01
419212,2020-12-09 20:27:12+00:00,purchase,1047073,2144415923107266682,computers.peripherals.printer,ricoh,173.67,1515915625556515627,YyvDhVb8tE,2020-12-01
