,event_time,event_type,product_id,category_id,category_code,brand,price,user_id,user_session,month
735563,2021-02-03 16:17:33+00:00,cart,3791351,2144415926966026460,computers.components.cpu,amd,204.29,1515915625599491887,aXojDNuBqt,2021-02-01
213416,2020-11-04 17:09:46+00:00,view,4078916,2144415922427789416,computers.components.videocards,sapphire,415.54,1515915625534525828,GPYEu9AtD3,2020-11-01
306073,2020-11-18 10:09:26+00:00,cart,333675,2144415926445932750,electronics.audio.acoustic,kenwood,44.71,1515915625539835088,JoGWF5mfsV,2020-11-01
615816,2021-01-15 17:09:25+00:00,view,4101537,2144415922427789416,computers.components.videocards,asus,307.43,1515915625572739225,4w3Ho026RA,2021-01-01
580828,2021-01-10 13:49:21+00:00,view,1017163,2144415924491387038,computers.components.motherboard,gigabyte,48.27,1515915625591312747,7TehCmmI7z,2021-01-01
696099,2021-01-28 08:50:25+00:00,view,4099645,2144415922427789416,computers.components.videocards,gigabyte,292.83,1515915625597942174,J5XeVTzO0z,2021-01-01
718405,2021-02-01 03:32:08+00:00,view,1154493,2144415922016747613,computers.peripherals.wifi,zyxel,34.75,1515915625595859951,qr771eNDnj,2021-02-01
542364,2021-01-03 18:11:38+00:00,cart,1135301,2144415925665792187,appliances.kitchen.meat_grinder,panasonic,420.63,1515915625572176064,kzcdeCceXD,2021-01-01
505970,2020-12-26 14:49:35+00:00,view,136700,2144415924491387038,computers.components.motherboard,asrock,77.73,1515915625527746214,9d39710e-d950-4764-bd42-cd529a53af97,2020-12-01
507528,2020-12-26 19:55:00+00:00,cart,482057,2144415923107266682,computers.peripherals.printer,canon,154.06,1515915625569245075,uJ0LJInt7M,2020-12-01
214658,2020-11-04 21:03:38+00:00,cart,3581576,2144415924491387038,computers.components.motherboard,asrock,97.57,1515915625522779180,eZwmXMMOg1,2020-11-01
818647,2021-02-17 04:27:51+00:00,view,1009728,2144415926806642904,computers.components.power_supply,thermaltake,65.13,1515915625536567608,DpTstbLjLX,2021-02-01
103115,2020-10-17 09:56:32+00:00,view,85962,2144415926445932750,electronics.audio.acoustic,pioneer,227.3,1515915625525638548,VaCzVgETFu,2020-10-01
757304,2021-02-07 08:16:53+00:00,view,1571206,2144415924491387038,computers.components.motherboard,asus,81.65,1515915625601662357,rsSNb2bO8G,2021-02-01
652841,2021-01-21 11:39:19+00:00,view,4079420,2144415922427789416,computers.components.videocards,msi,449.51,1515915625595442111,DEfxGt2FPu,2021-01-01
404325,2020-12-06 19:52:30+00:00,view,1643425,2144415923182764156,auto.accessories.radar,playme,102.14,1515915625550924847,RvOfnnKBkv,2020-12-01
653077,2021-01-21 12:11:28+00:00,view,4078917,2144415922427789416,computers.components.videocards,asus,453.86,1515915625566184244,ha1Sy5a96F,2021-01-01
385811,2020-12-02 14:22:19+00:00,view,1682757,2144415922016747613,computers.peripherals.wifi,keenetic,55.4,1515915625546150450,PSbuKBuo6a,2020-12-01
467724,2020-12-19 12:43:50+00:00,view,323677,2144415926445932750,electronics.audio.acoustic,kenwood,34.92,1515915625565287726,DyLGqrrqwK,2020-12-01
830935,2021-02-19 05:34:04+00:00,view,4079422,2144415922427789416,computers.components.videocards,gigabyte,418.48,1515915625606997470,FpJw2ekq6G,2021-02-01
730055,2021-02-02 18:35:37+00:00,view,3979536,2144415922427789416,computers.components.videocards,asus,957.83,1515915625593430554,rmuHEOIZ4e,2021-02-01
422601,2020-12-10 15:05:20+00:00,view,3828501,2144415927049912542,electronics.video.tv,bbk,87.16,1515915625556434208,bNs6sqitcL,2020-12-01
379822,2020-12-01 11:26:09+00:00,cart,1008716,2144415922092245087,computers.peripherals.joystick,saitek,155.1,1515915625546865307,hExgRAlC6w,2020-12-01
751657,2021-02-06 09:13:00+00:00,view,4154414,2144415922427789416,computers.components.videocards,gigabyte,202.67,1515915625601200061,SYUPJTY3Uj,2021-02-01
145102,2020-10-24 12:23:05+00:00,cart,3791078,2144415926966026460,computers.components.cpu,amd,115.27,1515915625521394012,W9AQTiN2lK,2020-10-01
852481,2021-02-22 23:04:41+00:00,view,1813930,2144415922427789416,computers.components.videocards,gigabyte,370.46,1515915625608609561,XTTyfGCbwk,2021-02-01
872802,2021-02-26 14:56:10+00:00,view,855030,2144415922427789416,computers.components.videocards,gigabyte,151.29,1515915625607340790,PkNNPH55g5,2021-02-01
634498,2021-01-18 17:24:59+00:00,view,3791287,2144415922427789416,computers.components.videocards,palit,458.51,1515915625594590115,5OqHnKa1Kt,2021-01-01
692682,2021-01-27 16:09:55+00:00,view,136700,2144415924491387038,computers.components.motherboard,asrock,77.73,1515915625597735939,hCTElfq9lG,2021-01-01
500227,2020-12-25 09:41:51+00:00,view,137302,2144415924491387038,computers.components.motherboard,asus,55.16,1515915625567854418,SJKulPUaot,2020-12-01
390937,2020-12-03 16:12:27+00:00,view,1666816,2144415924491387038,computers.components.motherboard,asrock,128.25,1515915625547955131,CMfpAvE0u6,2020-12-01
64383,2020-10-08 22:40:03+00:00,view,4154414,2144415922427789416,computers.components.videocards,gigabyte,202.67,1515915625523780315,LBBIIHtyOU,2020-10-01
841972,2021-02-21 06:09:56+00:00,view,3580498,2144415948222759717,computers.peripherals.mouse,hama,28.68,1515915625607956252,nyIFfk06lo,2021-02-01
208562,2020-11-03 21:47:51+00:00,cart,3581576,2144415924491387038,computers.components.motherboard,asrock,97.57,1515915625522779180,AKm8sQiCsK,2020-11-01
474390,2020-12-20 17:24:21+00:00,cart,3698876,2144415926932472027,computers.components.cooler,pccooler,28.24,1515915625565669009,pKgwXCg1Rn,2020-12-01
68174,2020-10-09 20:09:56+00:00,view,1803852,2144415934608048556,computers.peripherals.printer,imex,23.02,1515915625524134096,IyhJz9UUFk,2020-10-01
831524,2021-02-19 07:49:33+00:00,view,3580373,2144415937770553861,stationery.stapler,p.i.t,51.68,1515915625607293491,Hb0gumDXhJ,2021-02-01
657647,2021-01-22 06:30:15+00:00,view,462232,2144415923107266682,computers.peripherals.printer,brother,254.67,1515915625595795951,3cISowxZU7,2021-01-01
880138,2021-02-28 04:12:48+00:00,view,859883,2144415922427789416,computers.components.videocards,gigabyte,136.59,1515915625607340790,PkNNPH55g5,2021-02-01
118142,2020-10-19 20:49:22+00:00,view,1821557,2144415922528452715,electronics.telephone,sirius,16.19,1515915625528083280,SotahBqPBP,2020-10-01
312875,2020-11-19 08:11:20+00:00,view,4078925,2144415922427789416,computers.components.videocards,msi,255.03,1515915625540938748,hUlk299woX,2020-11-01
606367,2021-01-14 08:50:34+00:00,cart,4154642,2144415924491387038,computers.components.motherboard,asus,93.63,1515915625592953270,A0KngLcgdd,2021-01-01
230809,2020-11-07 13:05:51+00:00,view,1804341,2144415923207929981,auto.accessories.player,pioneer,143.13,1515915625534466607,peA9jxdiOq,2020-11-01
347025,2020-11-24 19:26:06+00:00,view,1666524,2144415951435596674,construction.tools.saw,patriot,183.97,1515915625401563973,f21e0e74-af78-4118-a6e0-d6651d96b242,2020-11-01
265873,2020-11-12 12:56:43+00:00,view,3829912,2144415923107266682,computers.peripherals.printer,pantum,122.86,1515915625538562554,zRjpEIHzGK,2020-11-01
34893,2020-10-02 12:00:56+00:00,cart,811776,2144415926932472027,computers.components.cooler,id-cooling,22.56,1515915625520191157,cGclwQuJ0V,2020-10-01
621804,2021-01-16 17:19:10+00:00,view,877043,2144415922427789416,computers.components.videocards,sapphire,224.65,1515915625593845536,Qn0lcpqmyg,2021-01-01
483858,2020-12-22 08:41:50+00:00,view,4099645,2144415922427789416,computers.components.videocards,gigabyte,292.83,1515915625566516008,euPcHzGlLa,2020-12-01
658451,2021-01-22 08:40:46+00:00,view,4101569,2144415922427789416,computers.components.videocards,asus,482.52,1515915625595827343,Nz8Uw6JT3E,2021-01-01
736434,2021-02-03 18:55:10+00:00,view,3791079,2144415926966026460,computers.components.cpu,amd,96.86,1515915625600276184,i8WY5UPQte,2021-02-01
690618,2021-01-27 10:28:34+00:00,view,1299702,2144415926445932750,electronics.audio.acoustic,ural,206.19,1515915625597592376,F5YP2xicIk,2021-01-01
608498,2021-01-14 13:58:29+00:00,view,4079422,2144415922427789416,computers.components.videocards,gigabyte,418.48,1515915625592964754,buVIOqVOOC,2021-01-01
295838,2020-11-17 02:57:54+00:00,view,877060,2144415922427789416,computers.components.videocards,msi,187.29,1515915625540244360,TWIQYngly0,2020-11-01
751667,2021-02-06 09:14:04+00:00,cart,4102057,2144415922427789416,computers.components.videocards,msi,203.29,1515915625601200061,SYUPJTY3Uj,2021-02-01
368749,2020-11-29 08:18:31+00:00,view,54955,2144415925011480748,stationery.cartrige,cactus,18.94,1515915625546044173,cojOrvxm5c,2020-11-01
599256,2021-01-13 07:57:51+00:00,view,4100254,2144415922427789416,computers.components.videocards,asus,187.29,1515915625579292757,4qfgoS3Ll3,2021-01-01
436839,2020-12-13 15:01:17+00:00,view,1820931,2144415925196030129,electronics.telephone,samsung,798.37,1515915625543764331,D26TqKccrr,2020-12-01
391047,2020-12-03 16:34:30+00:00,view,4154414,2144415922427789416,computers.components.videocards,gigabyte,202.67,1515915625548087567,WExoMYWSbD,2020-12-01
308491,2020-11-18 15:12:58+00:00,view,4155050,2144415922427789416,computers.components.videocards,gigabyte,584.59,1515915625540865175,TaR3IjEpBu,2020-11-01
834015,2021-02-19 15:22:26+00:00,view,4155383,2144415922427789416,computers.components.videocards,powercolor,251.4,1515915625607444668,amAKOUy9Au,2021-02-01
427816,2020-12-11 17:17:01+00:00,view,3817458,2144415943122485907,construction.tools.painting,p.i.t.,51.21,1515915625542353755,JDfqKL3iaH,2020-12-01
470532,2020-12-19 23:30:11+00:00,cart,4079420,2144415922427789416,computers.components.videocards,msi,449.51,1515915625556491596,IQvBjAT2LM,2020-12-01
472406,2020-12-20 11:26:47+00:00,view,4155375,2144415922427789416,computers.components.videocards,asus,501.54,1515915625565686650,Uix0mY8DWh,2020-12-01
803139,2021-02-14 14:21:50+00:00,view,893192,2144415922427789416,computers.components.videocards,asus,253.38,1515915625604200781,3CV38UfzBE,2021-02-01
140525,2020-10-23 14:44:52+00:00,cart,3830296,2144415934608048556,computers.peripherals.printer,content,13.89,1515915625529631107,4a01dd61-11d2-49f2-81cc-5b3934e8f4bf,2020-10-01
754550,2021-02-06 17:43:15+00:00,cart,1038755,2144415924751433893,computers.notebook,topon,28.1,1515915625600697393,Yr14N9U6Z6,2021-02-01
460868,2020-12-18 04:56:27+00:00,view,3642540,2144415925011480748,stationery.cartrige,hp,26.19,1515915625563326139,oZr8jYd69a,2020-12-01
597899,2021-01-12 22:50:06+00:00,view,1694779,2144415924491387038,computers.components.motherboard,gigabyte,90.17,1515915625592477987,ks66LJBGex,2021-01-01
488744,2020-12-23 04:23:08+00:00,cart,1756494,2144415923207929981,auto.accessories.player,kenwood,55.0,1515915625567318234,p0FSXB5OA1,2020-12-01
651773,2021-01-21 09:03:58+00:00,view,3791351,2144415926966026460,computers.components.cpu,amd,204.29,1515915625595482518,EUSUZeBfYE,2021-01-01
313495,2020-11-19 09:41:37+00:00,cart,8093,2144415925011480748,stationery.cartrige,hp,23.17,1515915625541166729,zVKvx7wXgm,2020-11-01
647508,2021-01-20 14:14:29+00:00,view,4279,2144415922360680550,computers.peripherals.camera,logitech,26.46,1515915625570049540,Hzx2iKhnIO,2021-01-01
744194,2021-02-05 01:26:39+00:00,view,4078916,2144415922427789416,computers.components.videocards,sapphire,415.54,1515915625600478073,XeddgKZxi1,2021-02-01
621199,2021-01-16 15:29:50+00:00,view,1839031,2144415922427789416,computers.components.videocards,msi,382.94,1515915625593826564,YJbHNHQDxV,2021-01-01
818650,2021-02-17 04:29:06+00:00,view,820227,2144415926806642904,computers.components.power_supply,chieftec,74.59,1515915625536567608,DpTstbLjLX,2021-02-01
427415,2020-12-11 15:52:05+00:00,cart,4078926,2144415922427789416,computers.components.videocards,palit,456.51,1515915625547837949,Ws9CPeOyfH,2020-12-01
210794,2020-11-04 09:55:41+00:00,view,3791351,2144415926966026460,computers.components.cpu,amd,204.29,1515915625534555304,lW4agQtLwY,2020-11-01
775713,2021-02-10 02:50:11+00:00,view,3550548,2144415922427789416,computers.components.videocards,palit,226.84,1515915625599980479,0PDSw7nHut,2021-02-01
852470,2021-02-22 23:03:40+00:00,view,4102739,2144415922427789416,computers.components.videocards,msi,294.41,1515915625608609561,XTTyfGCbwk,2021-02-01
379881,2020-12-01 11:37:56+00:00,cart,893196,2144415922427789416,computers.components.videocards,sapphire,214.1,1515915625546238996,0ZLItAduzS,2020-12-01
529385,2020-12-31 11:57:40+00:00,view,1660861,2144415924491387038,computers.components.motherboard,msi,132.0,1515915625565669009,pKgwXCg1Rn,2020-12-01
175696,2020-10-29 13:48:36+00:00,view,886914,2144415926185885895,construction.tools.drill,dewalt,118.57,1515915625521139836,BtDlXu17Bp,2020-10-01
555597,2021-01-06 07:21:41+00:00,view,4009564,2144415922167742561,computers.components.hdd,toshiba,175.83,1515915625572954660,elwfamzHKf,2021-01-01
682643,2021-01-26 06:49:23+00:00,view,3978919,2144415922427789416,computers.components.videocards,msi,880.78,1515915625595664722,8tZEZVxkKl,2021-01-01
57650,2020-10-07 13:09:30+00:00,view,3828270,2144415922528452715,electronics.telephone,sirius,30.54,1515915625523223177,nRZHuXkwFq,2020-10-01
838945,2021-02-20 13:43:59+00:00,view,1850104,2144415924491387038,computers.components.motherboard,gigabyte,67.97,1515915625598030639,R6127MhIj6,2021-02-01
854140,2021-02-23 10:09:33+00:00,view,893196,2144415922427789416,computers.components.videocards,sapphire,214.1,1515915625566371385,M4oDtA5a3V,2021-02-01
852858,2021-02-23 04:48:13+00:00,view,4079109,2144415922427789416,computers.components.videocards,asus,564.57,1515915625606938809,vh5gknbtrj,2021-02-01
644523,2021-01-20 06:30:02+00:00,view,3666616,2144415935086199225,computers.desktop,chairman,121.4,1515915625595097332,1HJLcbdhY0,2021-01-01
761260,2021-02-07 19:56:45+00:00,view,4099646,2144415922427789416,computers.components.videocards,msi,304.41,1515915625602643967,B5AgjsbLQa,2021-02-01
474912,2020-12-20 19:19:38+00:00,view,4085921,2144415921588928594,auto.accessories.gps,navitel,75.29,1515915625565959199,i2oQsUrhPC,2020-12-01
203501,2020-11-03 08:09:25+00:00,view,1633726,2144415926445932750,electronics.audio.acoustic,pioneer,71.27,1515915625534027906,OsXjQeLr8C,2020-11-01
175846,2020-10-29 14:08:04+00:00,view,768692,2144415926185885895,construction.tools.drill,dewalt,279.7,1515915625521139836,BtDlXu17Bp,2020-10-01
818417,2021-02-17 02:27:56+00:00,view,3556375,2144415922427789416,computers.components.videocards,msi,285.13,1515915625606340792,ME5NCPmOQX,2021-02-01
388263,2020-12-03 06:10:13+00:00,cart,471387,2144415925011480748,stationery.cartrige,nv-print,13.86,1515915625547745516,LqPzfFuo3M,2020-12-01
382762,2020-12-01 23:37:29+00:00,cart,4013446,2144415922528452715,electronics.telephone,sirius,18.73,1515915625522527525,BkCvGnQjvW,2020-12-01
800273,2021-02-14 04:06:46+00:00,view,4155050,2144415922427789416,computers.components.videocards,gigabyte,584.59,1515915625542433471,ZyflEToduj,2021-02-01
230719,2020-11-07 12:52:10+00:00,view,1423328,2144415923107266682,computers.peripherals.printer,brother,199.37,1515915625536655088,WGtdIymKIM,2020-11-01
163185,2020-10-27 13:57:16+00:00,view,1019171,2144415924424278172,electronics.audio.acoustic,crown,42.79,1515915625531149280,wY1cwzfl8d,2020-10-01
269796,2020-11-13 05:59:29+00:00,view,194204,2144415927452565738,appliances.sewing_machine,janome,470.38,1515915625355805313,hHLLXo52KG,2020-11-01
429601,2020-12-12 07:00:05+00:00,view,1250496,2144415926445932750,electronics.audio.acoustic,pioneer,150.65,1515915625561504450,S2tycSCy2H,2020-12-01
838912,2021-02-20 13:36:34+00:00,view,1745899,2144415923107266682,computers.peripherals.printer,epson,190.03,1515915625598030639,R6127MhIj6,2021-02-01
243574,2020-11-09 11:41:02+00:00,view,1735131,2144415923107266682,computers.peripherals.printer,epson,210.19,1515915625537198657,U814K98sAC,2020-11-01
456466,2020-12-17 08:51:40+00:00,view,775647,2144415923107266682,computers.peripherals.printer,canon,771.76,1515915625564252398,rt0AdZiEP9,2020-12-01
400345,2020-12-05 16:18:55+00:00,view,1666738,2144415924491387038,computers.components.motherboard,gigabyte,126.1,1515915625547955131,CMfpAvE0u6,2020-12-01
735224,2021-02-03 15:18:02+00:00,view,672145,2144415926966026460,computers.components.cpu,intel,52.33,1515915625597833461,iQEqnBTjM2,2021-02-01
279000,2020-11-14 14:20:08+00:00,view,471287,2144415924424278172,electronics.audio.acoustic,edifier,117.75,1515915625533981657,xsIcXG6DYi,2020-11-01
205261,2020-11-03 12:43:26+00:00,view,3828913,2144415924491387038,computers.components.motherboard,gigabyte,72.52,1515915625534143343,RA9CwRxzEd,2020-11-01
634445,2021-01-18 17:17:18+00:00,view,4099645,2144415922427789416,computers.components.videocards,gigabyte,292.83,1515915625591326405,1Z33X5T4QV,2021-01-01
651282,2021-01-21 07:31:02+00:00,cart,3966169,2144415922427789416,computers.components.videocards,gigabyte,403.46,1515915625595442111,0GZKb2mDKF,2021-01-01
624250,2021-01-17 07:21:14+00:00,view,4005385,2144415926932472027,computers.components.cooler,aerocool,12.11,1515915625594005201,qU6csv5jYE,2021-01-01
863626,2021-02-25 03:17:39+00:00,view,193859,2144415927452565738,appliances.sewing_machine,janome,314.97,1515915625609309766,AhfKOc633i,2021-02-01
658050,2021-01-22 07:35:45+00:00,view,4099765,2144415923207929981,auto.accessories.player,pioneer,145.41,1515915625529151739,RvN5zyv3eC,2021-01-01
877244,2021-02-27 12:29:02+00:00,view,3804514,2144415926966026460,computers.components.cpu,amd,140.86,1515915625610402151,eNPZR10Dqp,2021-02-01
855427,2021-02-23 14:04:45+00:00,view,4079021,2144415922427789416,computers.components.videocards,msi,416.56,1515915625606205694,Wvj4vVd6fr,2021-02-01
776280,2021-02-10 06:08:49+00:00,view,4099648,2144415922427789416,computers.components.videocards,palit,259.38,1515915625603540766,Oghbn7ZWWQ,2021-02-01
669703,2021-01-24 07:54:14+00:00,view,3506278,2144415922427789416,computers.components.videocards,gigabyte,346.08,1515915625596465982,hHiaAvINvV,2021-01-01
653317,2021-01-21 12:47:31+00:00,view,917034,2144415922016747613,computers.peripherals.wifi,tp-link,110.95,1515915625595564642,ycglsCumHR,2021-01-01
817437,2021-02-16 19:09:50+00:00,view,3792038,2144415922427789416,computers.components.videocards,gigabyte,529.25,1515915625604175669,TGfzbgGiB3,2021-02-01
614101,2021-01-15 12:30:43+00:00,cart,3791870,2144415925011480748,stationery.cartrige,nv-print,22.86,1515915625593422838,A2pE4o282R,2021-01-01
307283,2020-11-18 12:37:21+00:00,view,1306429,2144415924684325027,electronics.audio.headphone,jbl,113.11,1515915625536653320,TJLZ7H3oto,2020-11-01
437240,2020-12-13 16:25:46+00:00,view,1715916,2144415922528452715,electronics.telephone,sirius,29.21,1515915625562190148,OBTAWL29SC,2020-12-01
689878,2021-01-27 08:16:46+00:00,view,456860,2144415926806642904,computers.components.power_supply,chieftec,81.54,1515915625597551348,gNVcnc2Vlo,2021-01-01
620623,2021-01-16 13:53:55+00:00,cart,4102739,2144415922427789416,computers.components.videocards,msi,294.41,1515915625592477987,sRoCoIqPWn,2021-01-01
830926,2021-02-19 05:31:47+00:00,view,4079110,2144415922427789416,computers.components.videocards,powercolor,464.52,1515915625606997470,FpJw2ekq6G,2021-02-01
868323,2021-02-25 19:40:28+00:00,view,1284322,2144415926697590997,computers.desktop,qcyber,47.46,1515915625609266197,iV7ezTZJlX,2021-02-01
384169,2020-12-02 09:02:58+00:00,view,1283611,2144415952391898012,appliances.environment.vacuum,bort,170.0,1515915625547291163,OkIiBZaI5E,2020-12-01
653170,2021-01-21 12:26:32+00:00,view,3804514,2144415926966026460,computers.components.cpu,amd,140.86,1515915625592260411,a5Rh1hYi5p,2021-01-01
529196,2020-12-31 10:56:59+00:00,view,4102739,2144415922427789416,computers.components.videocards,msi,294.41,1515915625570928317,l7jLS7bj01,2020-12-01
644316,2021-01-20 05:50:34+00:00,view,1430836,2144415926932472027,computers.components.cooler,pccooler,13.97,1515915625594005201,xs6AHp1mMB,2021-01-01
548327,2021-01-04 19:44:53+00:00,view,1529454,2144415937812496902,construction.tools.light,wolta,53.48,1515915625572854404,IoOI7VXzFo,2021-01-01
139198,2020-10-23 10:43:58+00:00,cart,3791351,2144415926966026460,computers.components.cpu,amd,204.29,1515915625528231174,DxEneAwFOm,2020-10-01
68331,2020-10-09 21:25:24+00:00,view,4085921,2144415921588928594,auto.accessories.gps,navitel,75.29,1515915625513373329,6dc51ebe-e1b1-4832-bfa8-9f053f3d8e93,2020-10-01
429605,2020-12-12 07:01:37+00:00,cart,1250496,2144415926445932750,electronics.audio.acoustic,pioneer,150.65,1515915625561504450,HzRBLvIoL8,2020-12-01
527536,2020-12-30 20:21:25+00:00,view,4027952,2144415922662670447,computers.ebooks,pocketbook,257.87,1515915625534216924,FeAvbQU5MV,2020-12-01
650823,2021-01-21 05:56:32+00:00,view,4183859,2144415922427789416,computers.components.videocards,msi,205.25,1515915625574031850,DkdUGsTftq,2021-01-01
310490,2020-11-18 19:45:52+00:00,view,4099764,2144415923207929981,auto.accessories.player,pioneer,126.68,1515915625538351352,4MciKCiROy,2020-11-01
435007,2020-12-13 09:25:53+00:00,cart,1715918,2144415922528452715,electronics.telephone,sirius,33.97,1515915625558020503,utWGnaMGiU,2020-12-01
673864,2021-01-24 18:59:53+00:00,view,523117,2144415924491387038,computers.components.motherboard,asrock,73.81,1515915625504784533,UiC84F6VRh,2021-01-01
305176,2020-11-18 08:23:19+00:00,cart,538555,2144415922285183076,electronics.camera.video,panasonic,398.7,1515915625540720059,8jv3luBV8K,2020-11-01
33589,2020-10-02 07:16:59+00:00,view,3580373,2144415937770553861,stationery.stapler,p.i.t,51.68,1515915625354561351,MdUvirt9AC,2020-10-01
360902,2020-11-27 12:25:49+00:00,view,780907,2144415951435596674,construction.tools.saw,metabo,268.59,1515915625510668770,ER4lBBiCac,2020-11-01
648078,2021-01-20 15:53:39+00:00,view,4154620,2144415922427789416,computers.components.videocards,msi,656.63,1515915625594697366,w7OBiaCqWL,2021-01-01
646061,2021-01-20 10:29:10+00:00,cart,13327,2144415925086978222,computers.peripherals.scanner,epson,164.33,1515915625595162880,mrcYBCAJMC,2021-01-01
192755,2020-11-01 14:40:49+00:00,view,1571193,2144415924491387038,computers.components.motherboard,gigabyte,98.51,1515915625533076058,SGglji2fZf,2020-11-01
623999,2021-01-17 06:35:07+00:00,view,1430836,2144415926932472027,computers.components.cooler,pccooler,13.97,1515915625594005201,qU6csv5jYE,2021-01-01
793310,2021-02-12 19:23:29+00:00,view,3966169,2144415922427789416,computers.components.videocards,gigabyte,403.46,1515915625604808370,xjkqs7mtBg,2021-02-01
854340,2021-02-23 10:51:54+00:00,cart,908273,2144415927318348006,electronics.audio.acoustic,dialog,107.33,1515915625546102834,IeC9IlXfce,2021-02-01
762429,2021-02-08 04:19:31+00:00,view,3792953,2144415926554984657,construction.tools.drill,bort,67.3,1515915625594827749,nJb67UEYXY,2021-02-01
34624,2020-10-02 11:07:38+00:00,view,3759997,2144415923107266682,computers.peripherals.printer,canon,192.86,1515915625390107328,T2Sr97YdZY,2020-10-01
235544,2020-11-08 09:33:19+00:00,view,1008716,2144415922092245087,computers.peripherals.joystick,saitek,155.1,1515915625536971565,UeQXC79Y1a,2020-11-01
253039,2020-11-10 17:29:15+00:00,view,780907,2144415951435596674,construction.tools.saw,metabo,268.59,1515915625510668770,KaSF9bMzv5,2020-11-01
675416,2021-01-25 05:27:41+00:00,cart,4183859,2144415922427789416,computers.components.videocards,msi,205.25,1515915625596664854,lbMJSUDZAg,2021-01-01
545975,2021-01-04 12:03:30+00:00,view,1830032,2144415924491387038,computers.components.motherboard,asus,59.41,1515915625572666030,allk9An7mO,2021-01-01
588646,2021-01-11 15:53:04+00:00,view,908273,2144415927318348006,electronics.audio.acoustic,dialog,107.33,1515915625546102834,LMlfNFjsGN,2021-01-01
260346,2020-11-11 16:49:54+00:00,view,3791351,2144415926966026460,computers.components.cpu,amd,204.29,1515915625536269074,REphUXg0ss,2020-11-01
342433,2020-11-23 21:58:12+00:00,view,4079061,2144415922427789416,computers.components.videocards,powercolor,399.48,1515915625542980726,gmLvGyFuxR,2020-11-01
209743,2020-11-04 06:51:18+00:00,view,3791351,2144415926966026460,computers.components.cpu,amd,204.29,1515915625533076058,SGglji2fZf,2020-11-01
279550,2020-11-14 15:50:57+00:00,view,841061,2144415926966026460,computers.components.cpu,intel,364.46,1515915625539351769,Ep7rMrzygr,2020-11-01
259925,2020-11-11 15:54:16+00:00,view,4099648,2144415922427789416,computers.components.videocards,palit,259.38,1515915625538185093,JOJzXKUpSm,2020-11-01
801360,2021-02-14 09:01:55+00:00,view,4079567,2144415922427789416,computers.components.videocards,gigabyte,312.43,1515915625538010548,VQjueU0SYr,2021-02-01
214073,2020-11-04 19:04:31+00:00,view,4155385,2144415922427789416,computers.components.videocards,sapphire,539.57,1515915625534776957,KLVBfNaF8i,2020-11-01
51077,2020-10-06 06:11:16+00:00,view,3581969,2144415926806642904,computers.components.power_supply,ginzzu,47.41,1515915625522779180,0dTnd9yaUH,2020-10-01
867785,2021-02-25 17:48:56+00:00,view,635807,2144415923107266682,computers.peripherals.printer,pantum,113.81,1515915625609336814,ThsIzEFMEZ,2021-02-01
751731,2021-02-06 09:24:18+00:00,view,4183863,2144415922427789416,computers.components.videocards,palit,577.6,1515915625590975689,knNsBcrYTw,2021-02-01
647434,2021-01-20 13:58:23+00:00,view,1839031,2144415922427789416,computers.components.videocards,msi,382.94,1515915625594449201,Uk3ul8tueN,2021-01-01
